Sample_file	Genome_file	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/005/937/885/GCF_005937885.2_genomic.fna.gz	91.67	0.612	91.37-91.90	0.612	0.55-0.69	1	1.747	1012/31393	89.51	NZ_CP042176.1 Bradyrhizobium sp. KBS0727 chromosome, complete genome
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/099/825/GCF_900099825.1_genomic.fna.gz	91.66	0.593	91.37-91.95	0.593	0.53-0.67	1	1.742	1095/34982	89.43	NZ_LT629693.1 Bradyrhizobium ottawaense strain GAS524 chromosome I
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/029/946/075/GCA_029946075.1_genomic.fna.gz	91.66	0.558	91.26-92.03	0.558	0.46-0.65	1	1.651	716/24181	89.27	JAQSDT010000001.1 MAG: bacterium isolate D1-2020 MAG008 NODE_1000_length_9697_cov_5.489318, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/673/535/GCF_001673535.1_genomic.fna.gz	91.66	0.376	91.07-92.15	0.376	0.31-0.46	1	1.311	517/24018	88.35	NZ_LZLY01000001.1 Mycobacterium sp. 1081908.1 contig_1, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/129/675/GCA_900129675.1_genomic.fna.gz	91.65	0.575	91.39-91.94	0.575	0.51-0.64	1	1.806	1393/45545	89.36	FSRD01000004.1 Bradyrhizobium erythrophlei strain GAS478 genome assembly, contig: Ga0132009_14, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/020/889/785/GCF_020889785.1_genomic.fna.gz	91.65	0.596	91.27-91.90	0.596	0.53-0.68	1	1.747	1148/36734	89.42	NZ_JACMYK010000001.1 Bradyrhizobium acaciae strain 10BB Contigs_001, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/005/885/285/GCA_005885285.1_genomic.fna.gz	91.64	0.627	91.33-91.91	0.627	0.55-0.72	1	1.947	872/26363	89.59	VAZG01000389.1 MAG: Alphaproteobacteria bacterium isolate AP_2 14_0929_05_20cm_scaffold_1005, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/011/516/645/GCF_011516645.4_genomic.fna.gz	91.64	0.611	91.33-91.90	0.611	0.54-0.68	1	1.745	1300/40903	89.47	NZ_CP088285.1 Bradyrhizobium septentrionale strain 1S1 chromosome, complete genome
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/029/714/305/GCF_029714305.1_genomic.fna.gz	91.64	0.555	91.26-91.96	0.555	0.48-0.65	1	1.737	1017/34071	89.29	NZ_CP121647.1 Bradyrhizobium sp. CB3481 chromosome, complete genome
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/021/305/GCF_000021305.1_genomic.fna.gz	91.62	0.081	89.52-92.86	0.081	0.05-0.15	1	1.039	128/24168	84.45	NC_011772.1 Bacillus cereus G9842, complete sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/110/395/GCA_900110395.1_genomic.fna.gz	91.62	0.379	91.17-92.07	0.379	0.31-0.44	1	1.530	772/35303	88.40	FODP01000061.1 Rhodospirillales bacterium URHD0017 genome assembly, contig: N556DRAFT_scaffold00061.61, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/023/422/775/GCA_023422775.1_genomic.fna.gz	91.61	0.597	91.27-91.89	0.597	0.51-0.70	1	1.753	790/25618	89.38	JAFAGM010000122.1 MAG: Proteobacteria bacterium isolate OH_SBlB_28 k127_100021, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/004/296/815/GCA_004296815.1_genomic.fna.gz	91.59	0.399	91.05-92.30	0.399	0.31-0.49	1	1.684	449/19853	88.49	SCVT01000192.1 MAG: Reyranella sp. isolate GW928_bin.5 GW928_bin.5-10146-1, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/023/231/945/GCF_023231945.1_genomic.fna.gz	91.58	0.327	90.98-92.10	0.327	0.26-0.40	1	1.404	507/27068	87.96	NZ_JAJLJH010000001.1 Scleromatobacter humisilvae strain BS-T2-15 contig00001, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/750/135/GCA_019750135.1_genomic.fna.gz	91.58	0.390	91.10-92.09	0.390	0.32-0.47	1	1.564	792/36070	88.41	JAIEOV010000098.1 MAG: Reyranella sp. isolate co.spades.DASTOOL.1kb_149 c_000000242353, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/023/278/185/GCF_023278185.1_genomic.fna.gz	91.57	0.618	91.30-91.84	0.618	0.56-0.69	1	1.784	1250/39904	89.43	NZ_CP066356.1 Bradyrhizobium elkanii USDA 76 chromosome, complete genome
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/189/235/GCF_001189235.2_genomic.fna.gz	91.57	0.647	91.29-91.88	0.647	0.58-0.73	1	1.807	1162/35815	89.53	NZ_LFIP02000001.1 Bradyrhizobium embrapense strain SEMIA 6208 scaffold1.1, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/220/685/GCA_003220685.1_genomic.fna.gz	91.56	0.304	90.96-92.15	0.304	0.24-0.38	1	1.314	462/26452	87.76	QHTE01000119.1 MAG: Candidatus Rokubacteria bacterium isolate AR14 14_1009_16_40cm_scaffold_100092_curated, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/902/859/935/GCF_902859935.1_genomic.fna.gz	91.56	0.136	90.50-92.81	0.136	0.09-0.20	1	1.359	312/36455	85.76	NZ_CADIKI010000001.1 Paraburkholderia fynbosensis strain LMG 27177 isolate LMG 27177, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/831/585/GCF_002831585.1_genomic.fna.gz	91.56	0.662	91.30-91.82	0.662	0.58-0.74	1	1.735	1149/35123	89.55	NZ_CP025113.1 Bradyrhizobium sp. SK17 strain CBNU chromosome, complete genome
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/018/130/215/GCF_018130215.1_genomic.fna.gz	91.56	0.616	91.25-91.87	0.616	0.54-0.70	1	1.752	1147/36867	89.41	NZ_JAFCKQ010000001.1 Bradyrhizobium jicamae strain SZCCT0215 NODE_1, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/934/635/GCA_025934635.1_genomic.fna.gz	91.55	0.586	91.19-91.87	0.586	0.51-0.66	1	1.574	1185/40550	89.23	JAICWX010000100.1 MAG: Streptosporangiaceae bacterium isolate LS_FP_2_bin.73 k141_1021579_length_26298_cov_39.6815, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/018/129/385/GCF_018129385.1_genomic.fna.gz	91.55	0.599	91.23-91.77	0.599	0.54-0.67	1	1.855	955/31183	89.36	NZ_JAFCLN010000001.1 Bradyrhizobium lablabi strain SZCCT0009 NODE_1, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/007/993/935/GCF_007993935.1_genomic.fna.gz	91.54	0.660	91.28-91.84	0.660	0.58-0.73	1	1.762	1233/38064	89.53	NZ_VITY01000001.1 Bradyrhizobium macuxiense strain BR 10355 Ga0314222_101, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/030/646/015/GCF_030646015.1_genomic.fna.gz	91.53	0.596	91.13-91.82	0.596	0.52-0.70	1	1.783	764/25343	89.32	NZ_JAUSLT010000015.1 MAG: Bradyrhizobium sp. isolate E19_concoct.bin.29 E19_k141_100621, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/015/291/625/GCF_015291625.1_genomic.fna.gz	91.53	0.662	91.24-91.79	0.662	0.59-0.74	1	1.744	1279/39619	89.52	NZ_CP030047.1 Bradyrhizobium sp. CCBAU 53421 chromosome, complete genome
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/129/505/GCF_900129505.1_genomic.fna.gz	91.52	0.551	91.15-91.86	0.551	0.47-0.63	1	1.814	1109/39036	89.15	NZ_LT670818.1 Bradyrhizobium erythrophlei strain GAS242 chromosome I
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/238/275/GCF_001238275.1_genomic.fna.gz	91.51	0.628	91.21-91.82	0.628	0.55-0.70	1	1.821	1195/38451	89.41	NZ_LGTB01000001.1 Bradyrhizobium viridifuturi strain SEMIA 690 contig00001, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/903/845/345/GCA_903845345.1_genomic.fna.gz	91.51	0.286	90.71-92.19	0.286	0.22-0.37	1	1.361	377/23130	87.56	CAIMXF010000001.1 MAG: uncultured beta proteobacterium isolate B4coas_bin-1415 genome assembly, contig: bin-1415:001/631, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/022/844/465/GCF_022844465.1_genomic.fna.gz	91.51	0.591	91.10-91.92	0.591	0.50-0.71	1	1.882	638/21628	89.26	NZ_JALHLP010000001.1 MAG: Bradyrhizobium sp. isolate Bin_23_1 c_000000000007, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/078/675/GCF_900078675.2_genomic.fna.gz	91.50	0.349	90.78-92.12	0.349	0.28-0.44	1	1.319	464/24103	88.04	NZ_LT546234.1 Mycobacterium interjectum strain ATCC 51457T, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/030/693/485/GCF_030693485.1_genomic.fna.gz	91.49	0.610	91.09-91.78	0.610	0.53-0.74	1	1.714	678/22448	89.32	NZ_JAUYAN010000255.1 MAG: Bradyrhizobium sp. isolate C18_metabat.bin.89 C18_k141_100389, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/020/441/545/GCA_020441545.1_genomic.fna.gz	91.49	0.688	91.08-92.00	0.688	0.54-0.81	1	2.146	500/15352	89.54	JAGRLZ010000124.1 MAG: Xanthobacteraceae bacterium isolate HKST-UBA78 k127_1001230, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/451/275/GCA_025451275.1_genomic.fna.gz	91.48	0.630	90.88-92.05	0.630	0.48-0.82	1	2.148	324/10698	89.33	JANWKR010000001.1 MAG: Steroidobacteraceae bacterium isolate CRAIB_MAG98 c_000000000728, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/007/827/045/GCF_007827045.1_genomic.fna.gz	91.47	0.368	91.03-91.93	0.368	0.31-0.43	1	1.528	780/39285	88.12	NZ_RPFW01000010.1 Trebonia kvetii strain 15TR583 NODE_10_length_294650_cov_109.480998, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/020/889/705/GCF_020889705.1_genomic.fna.gz	91.46	0.637	91.19-91.72	0.637	0.58-0.71	1	1.765	1298/42197	89.38	NZ_JACMYP010000001.1 Bradyrhizobium altum strain Pear77 Contigs_001, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/912/215/GCF_002912215.1_genomic.fna.gz	91.46	0.075	89.17-92.57	0.075	0.05-0.16	1	1.036	110/23575	84.10	NZ_PHSM01000002.1 Bacillus thuringiensis serovar kurstaki strain BGSC 4D4 map unlocalized plasmid pBGSC4D4 59865, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/455/345/GCF_001455345.1_genomic.fna.gz	91.46	0.077	89.11-92.69	0.077	0.05-0.17	1	1.037	108/22736	84.15	NZ_CP013274.1 Bacillus thuringiensis strain CTC chromosome, complete genome
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/018/131/005/GCF_018131005.1_genomic.fna.gz	91.45	0.581	91.10-91.73	0.581	0.51-0.67	1	1.790	911/31354	89.21	NZ_JAFCJK010000001.1 Bradyrhizobium lablabi strain SZCCT0422 NODE_1, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/018/596/315/GCF_018596315.1_genomic.fna.gz	91.45	0.512	91.04-91.80	0.512	0.44-0.59	1	1.830	1090/41730	88.91	NZ_JAHEAG010000001.1 Bradyrhizobium sp. SRL28 1, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/532/045/GCF_002532045.1_genomic.fna.gz	91.44	0.638	91.12-91.77	0.638	0.57-0.72	1	1.758	1123/36493	89.38	NZ_NWTG01000011.1 Bradyrhizobium sp. C9 Scaffold10_1, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/818/285/GCA_003818285.1_genomic.fna.gz	91.44	0.433	90.83-91.91	0.433	0.35-0.52	1	1.434	558/24793	88.48	RPRB01000478.1 MAG: Myxococcaceae bacterium isolate metabat2.71 metabat2.71_Contig_11789209, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/101/815/GCF_002101815.1_genomic.fna.gz	91.44	0.339	90.88-91.90	0.339	0.27-0.43	1	1.372	449/24434	87.90	NZ_LQPM01000001.1 Mycobacterium paraense strain IEC26 contig_1, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/667/185/GCF_001667185.1_genomic.fna.gz	91.44	0.335	90.84-92.06	0.335	0.26-0.42	1	1.294	435/23908	87.88	NZ_LZIC01000001.1 Mycobacterium sp. 852002-50816_SCH5313054-b contig_1, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/241/285/GCA_019241285.1_genomic.fna.gz	91.43	0.531	91.03-91.78	0.531	0.46-0.62	1	1.647	750/28058	88.97	JAFAXD010000466.1 MAG: Xanthobacteraceae bacterium isolate CP_BM_RX_79 BM_RX_k147_10016896, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/103/365/GCF_900103365.1_genomic.fna.gz	91.43	0.601	91.11-91.71	0.601	0.53-0.70	1	1.761	953/32628	89.23	NZ_LT629703.1 Afipia sp. GAS231 chromosome I
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/023/416/135/GCA_023416135.1_genomic.fna.gz	91.42	0.344	90.80-91.95	0.344	0.28-0.42	1	1.612	539/28592	87.98	JAEZIF010000200.1 MAG: Proteobacteria bacterium isolate OH_CDB_172 k127_1000761, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/013/290/035/GCA_013290035.1_genomic.fna.gz	91.40	0.459	90.84-91.90	0.459	0.35-0.56	1	1.641	446/19141	88.58	JABCYT010000001.1 MAG: Alphaproteobacteria bacterium isolate Inc-BW-H-2-M_MAG46 Ga0210384_10001511, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/031/181/705/GCF_031181705.1_genomic.fna.gz	91.39	0.134	90.28-93.09	0.134	0.07-0.19	1	1.553	199/25248	85.54	NZ_JAPSKN010000216.1 MAG: Streptomyces sp. isolate RH52_bin.036 NODE_10067_length_6389_cov_92.215746, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/955/652/925/GCA_955652925.1_genomic.fna.gz	91.39	0.383	90.73-91.99	0.383	0.29-0.47	1	1.998	493/23501	88.28	CATPCO010000001.1 MAG: uncultured Xanthobacteraceae bacterium isolate COA_Bin_18_3 genome assembly, contig: co_assembly_000000362614, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/239/795/GCF_000239795.1_genomic.fna.gz	91.37	0.578	90.93-91.65	0.578	0.51-0.68	1	1.836	890/31635	89.12	NZ_CAFJ01000803.1 Bradyrhizobium sp. STM 3809, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/426/245/GCF_000426245.1_genomic.fna.gz	91.36	0.623	91.06-91.61	0.623	0.56-0.70	1	1.818	1129/38479	89.24	NZ_AUEZ01000001.1 Bradyrhizobium sp. Ai1a-2 K288DRAFT_scaffold00001.1_C, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/017/305/715/GCA_017305715.1_genomic.fna.gz	91.36	0.616	90.98-91.64	0.616	0.54-0.71	1	1.761	929/32299	89.18	JAFKKG010000008.1 MAG: Hyphomicrobiales bacterium isolate SCN18_10_11_15_R3_B_63_59 SCN18_10_11_15_R3_B_scaffold_10, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/062/295/GCF_003062295.1_genomic.fna.gz	91.35	0.591	91.06-91.64	0.591	0.51-0.67	1	1.767	1077/38225	89.12	NZ_PYCN01000099.1 Bradyrhizobium algeriense strain RST91 NODE_100_length_3566_cov_94.1788_ID_5792, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/244/535/GCA_019244535.1_genomic.fna.gz	91.34	0.578	90.77-91.78	0.578	0.48-0.71	1	1.834	646/23557	89.05	JAFASL010000686.1 MAG: Alphaproteobacteria bacterium isolate CP_BM_ER_R8_17 BM_ER_R8_k147_1004310, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/023/386/865/GCA_023386865.1_genomic.fna.gz	91.33	0.409	90.87-91.91	0.409	0.33-0.48	1	1.546	648/30881	88.28	JAEWIV010000380.1 MAG: Proteobacteria bacterium isolate OH_PBrB_125 k127_1000085, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/584/985/GCF_002584985.1_genomic.fna.gz	91.32	0.127	89.92-93.05	0.127	0.06-0.21	1	1.137	160/21521	85.38	NZ_NUPZ01000100.1 Bacillus sp. AFS029637 AFS029637_107_C1_Contig100_140523, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/027/307/325/GCA_027307325.1_genomic.fna.gz	91.32	0.570	90.68-91.90	0.570	0.46-0.73	1	2.194	345/12910	88.97	DAHUXE010000021.1 MAG TPA_asm: Gammaproteobacteria bacterium isolate clean1645 k141_1003590, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/030/038/875/GCA_030038875.1_genomic.fna.gz	91.32	0.526	90.65-91.86	0.526	0.42-0.69	1	2.161	367/14732	88.77	JASHQW010000278.1 MAG: Gammaproteobacteria bacterium isolate JOPF085 JOPF_AWAY_contig_1003376, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/157/385/GCF_900157385.1_genomic.fna.gz	91.30	0.362	90.45-91.76	0.362	0.30-0.47	1	1.323	465/25097	87.93	NZ_LT717690.1 Mycobacterium terramassiliense strain AB308, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/010/811/875/GCF_010811875.1_genomic.fna.gz	91.30	0.597	90.95-91.65	0.597	0.51-0.69	1	1.756	1152/41513	89.08	NZ_VKHP01000993.1 Bradyrhizobium uaiense strain UFLA03-164 NODE_1000_length_243_cov_4.965517, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/024/586/915/GCF_024586915.1_genomic.fna.gz	91.30	0.521	90.86-91.67	0.521	0.43-0.62	1	1.884	835/32994	88.82	NZ_JANBVS010000001.1 Bradyrhizobium sp. SRS-191 SRS191_Assembly_contig_1, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/542/415/GCF_001542415.1_genomic.fna.gz	91.30	0.642	91.00-91.58	0.642	0.55-0.74	1	1.801	1074/36566	89.24	NZ_LNCU01000001.1 Bradyrhizobium macuxiense strain BR 10303 contig1, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/902/945/GCF_002902945.1_genomic.fna.gz	91.29	0.148	90.27-92.12	0.148	0.11-0.21	1	1.258	322/38411	85.71	NZ_CP026101.1 Paraburkholderia caribensis strain DSM 13236 chromosome 1, complete sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/026/145/GCF_000026145.1_genomic.fna.gz	91.29	0.520	90.90-91.62	0.520	0.45-0.62	1	1.867	797/32057	88.77	NC_009445.1 Bradyrhizobium sp. ORS 278, complete sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/018/130/145/GCF_018130145.1_genomic.fna.gz	91.28	0.576	90.85-91.62	0.576	0.50-0.68	1	1.804	898/33301	89.00	NZ_JAFCMB010000001.1 Bradyrhizobium sp. AUGA SZCCT0176 NODE_1, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/023/436/825/GCA_023436825.1_genomic.fna.gz	91.28	0.395	90.70-91.85	0.395	0.30-0.48	1	1.639	621/31215	88.13	JAEZHS010000200.1 MAG: Proteobacteria bacterium isolate OH_CDB_148 k127_1000082, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/220/495/GCA_003220495.1_genomic.fna.gz	91.28	0.335	90.65-91.74	0.335	0.27-0.42	1	1.396	445/25717	87.73	QHSP01000015.1 MAG: Candidatus Rokubacteria bacterium isolate AR28 14_1009_16_30cm_scaffold_0_curated, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/002/102/225/GCA_002102225.1_genomic.fna.gz	91.26	0.350	90.63-91.77	0.350	0.29-0.43	1	1.296	449/25323	87.80	LQPB01000001.1 Mycobacterium interjectum strain DSM 44064 contig_1, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/005/884/765/GCA_005884765.1_genomic.fna.gz	91.26	0.661	90.94-91.52	0.661	0.58-0.75	1	1.937	853/28751	89.27	VAZV01000046.1 MAG: Alphaproteobacteria bacterium isolate AP_17 14_0919_09_20cm_scaffold_1002, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/004/297/465/GCA_004297465.1_genomic.fna.gz	91.25	0.729	90.82-91.82	0.729	0.57-0.90	2	2.520	431/13540	89.48	SCUB01000020.1 MAG: Xanthobacteraceae bacterium isolate FW602_bin.18 FW602_bin.18-105120, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/945/889/625/GCA_945889625.1_genomic.fna.gz	91.24	0.394	90.62-91.89	0.394	0.29-0.48	1	1.645	439/22451	88.08	CAMDCE010000001.1 MAG: Asaia bogorensis isolate MaH-04nov19-32 genome assembly, contig: MaH-04nov19-C8, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/472/865/GCF_000472865.1_genomic.fna.gz	91.23	0.642	90.94-91.52	0.642	0.56-0.73	1	1.819	1202/42203	89.16	NZ_AXAP01000001.1 Bradyrhizobium elkanii WSM2783 YY7DRAFT_scaffold_0.1_C, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/221/595/GCA_003221595.1_genomic.fna.gz	91.23	0.269	90.33-92.13	0.269	0.19-0.37	1	1.310	261/18647	87.14	QHSM01000118.1 MAG: Candidatus Rokubacteria bacterium isolate AR30 14_0927_05_40cm_scaffold_10013_curated, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/141/755/GCF_900141755.1_genomic.fna.gz	91.20	0.598	90.78-91.56	0.598	0.51-0.70	1	1.889	908/33550	89.01	NZ_LT670844.1 Bradyrhizobium lablabi strain GAS499 chromosome I
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/693/515/GCF_001693515.2_genomic.fna.gz	91.20	0.606	90.85-91.51	0.606	0.52-0.70	1	1.787	979/35546	89.06	NZ_CP042968.1 Bradyrhizobium paxllaeri strain LMTR 21 chromosome, complete genome
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/667/015/GCF_001667015.1_genomic.fna.gz	91.20	0.319	90.40-91.91	0.319	0.24-0.40	1	1.337	401/24916	87.53	NZ_LZIS01000001.1 Mycobacterium sp. E3198 contig_1, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/693/485/GCF_001693485.1_genomic.fna.gz	91.19	0.617	90.88-91.58	0.617	0.53-0.73	1	1.757	940/33961	89.07	NZ_MAXC01000012.1 Bradyrhizobium sp. LMTR 3 NODE_1, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/595/725/GCF_001595725.1_genomic.fna.gz	91.19	0.074	88.86-92.30	0.074	0.05-0.15	1	1.036	112/26744	83.81	NZ_CP014282.1 Bacillus thuringiensis strain Bt185 chromosome, complete genome
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/902/825/855/GCA_902825855.1_genomic.fna.gz	91.19	0.332	90.59-91.67	0.332	0.27-0.40	1	1.548	560/33557	87.63	CADECW010000001.1 MAG: uncultured Rhodospirillales bacterium isolate Rhodospirillales sp. RBC080 genome assembly, contig: MAG080_1, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/013/822/885/GCA_013822885.1_genomic.fna.gz	91.18	0.662	90.80-91.47	0.662	0.58-0.78	1	1.833	651/22932	89.15	PNLC01000001.1 MAG: Bradyrhizobium sp. isolate PB1.002 PB1_1000161_66937, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/464/035/GCA_001464035.1_genomic.fna.gz	91.18	0.563	90.62-91.61	0.563	0.46-0.68	1	1.784	556/21562	88.87	LNEC01000001.1 MAG: Bradyrhizobiaceae bacterium Ga0074131 Ga0074131_101.1, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/020/194/175/GCF_020194175.1_genomic.fna.gz	91.18	0.679	90.89-91.46	0.679	0.59-0.76	1	1.872	1049/35770	89.24	NZ_JADYVX010000001.1 Bradyrhizobium sp. BRP22 NODE_1, whole genome shotgun sequence
S12830_2_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/440/475/GCF_001440475.1_genomic.fna.gz	91.18	0.598	90.84-91.45	0.598	0.52-0.68	1	1.747	1026/38198	88.99	NZ_LLYB01000001.1 Bradyrhizobium lablabi strain CCBAU 23086 C4762, whole genome shotgun sequence
